mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_linearsvc__C,param_linearsvc__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
27.57903833389282,4.673532626333595,0.5644170761108398,0.031118641875718393,1e-07,1e-07,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 1e-07}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
20.52106523513794,3.5109599543167214,0.5707671165466308,0.028237755070948074,1e-07,0.00011119999999999999,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.00011119999999999999}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
20.3804301738739,3.544112449802162,0.5617898464202881,0.01683353517345865,1e-07,0.00022229999999999998,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.00022229999999999998}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
20.4697322845459,3.6067371609455194,0.5635316848754883,0.017800340217779098,1e-07,0.00033339999999999997,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.00033339999999999997}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
20.467041540145875,3.6127989541701018,0.5690556049346924,0.02688857966956301,1e-07,0.00044449999999999996,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.00044449999999999996}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
20.72197265625,2.7912417107568888,0.5481453895568847,0.007168658783318782,1e-07,0.0005556,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.0005556}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
21.3217679977417,3.644325468589399,0.5703051090240479,0.013909722978582489,1e-07,0.0006666999999999999,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.0006666999999999999}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
19.86824803352356,3.760937224296396,0.5715246200561523,0.017257349726622823,1e-07,0.0007777999999999998,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.0007777999999999998}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
19.21953139305115,3.2687073665781288,0.5778061389923096,0.03273257203813074,1e-07,0.0008888999999999999,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.0008888999999999999}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
18.651670503616334,3.3419761591830177,0.564499807357788,0.020067128129806034,1e-07,0.001,"{'linearsvc__C': 1e-07, 'linearsvc__tol': 0.001}",0.07718168551837998,0.07718168551837998,0.07718168551837998,0.07718232083179485,0.0771806043074101,0.07718159633886898,5.536922196671642e-07,91
63.96767225265503,9.576107237725715,0.5847161769866943,0.026978270072800934,1.1200000000000001e-05,1e-07,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 1e-07}",0.5567419321932158,0.5431022781490438,0.5478087998386014,0.5670164403449697,0.5385963350938653,0.5506531571239391,0.01015187981352172,81
42.0079586982727,6.816105511322577,0.5764894485473633,0.02194851288867053,1.1200000000000001e-05,0.00011119999999999999,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.00011119999999999999}",0.5567473708700833,0.5431022781490438,0.5477897679955875,0.5670164403449697,0.5385963350938653,0.5506504384907098,0.010153602021541636,85
42.36669502258301,5.9365974791718275,0.5827166080474854,0.023882084917487317,1.1200000000000001e-05,0.00022229999999999998,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.00022229999999999998}",0.5567473708700833,0.5431022781490438,0.5477897679955875,0.5670164403449697,0.5385963350938653,0.5506504384907098,0.010153602021541636,85
39.47037796974182,5.895810151553537,0.5834017753601074,0.02296402238605863,1.1200000000000001e-05,0.00033339999999999997,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.00033339999999999997}",0.5567489949163744,0.5431022781490438,0.5477791095117278,0.5669896471246194,0.5386114038703166,0.5506462867144164,0.01014218568468629,90
41.693075466156,6.342758943184962,0.5885846614837646,0.023510922267362712,1.1200000000000001e-05,0.00044449999999999996,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.00044449999999999996}",0.5567435562395068,0.5431022781490438,0.547791788551342,0.5669896471246194,0.5386114038703166,0.5506477347869658,0.010140815990278445,87
36.9644956111908,5.739292740476449,0.5867209434509277,0.017724274032586446,1.1200000000000001e-05,0.0005556,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.0005556}",0.5567435562395068,0.5431022781490438,0.5478049152257103,0.5670029746805955,0.5386114038703166,0.5506530256330346,0.01014437353474208,82
41.408527565002444,5.749066592936822,0.620158338546753,0.07070373418672728,1.1200000000000001e-05,0.0006666999999999999,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.0006666999999999999}",0.5567435562395068,0.5431022781490438,0.5478049152257103,0.5670029746805955,0.5386114038703166,0.5506530256330346,0.01014437353474208,82
40.430646276474,6.919616337725819,0.5907295703887939,0.021229274884641058,1.1200000000000001e-05,0.0007777999999999998,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.0007777999999999998}",0.5567435562395068,0.5431022781490438,0.5478049152257103,0.5670029746805955,0.5386114038703166,0.5506530256330346,0.01014437353474208,82
33.70277109146118,5.161862082246164,0.5739558696746826,0.019469167280636437,1.1200000000000001e-05,0.0008888999999999999,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.0008888999999999999}",0.5567419321932158,0.5430806445606848,0.5478049152257103,0.5669992946508717,0.5386114038703166,0.5506476381001598,0.010146215959145766,88
38.58813834190369,6.504141490859569,0.5876269340515137,0.02244084407883264,1.1200000000000001e-05,0.001,"{'linearsvc__C': 1.1200000000000001e-05, 'linearsvc__tol': 0.001}",0.5567419321932158,0.5430806445606848,0.5478049152257103,0.5669992946508717,0.5386095485397547,0.5506472670340474,0.010146656164356362,89
77.5429310798645,11.374214262126868,0.5873851776123047,0.022867894015060723,2.23e-05,1e-07,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 1e-07}",0.5765310284928816,0.5644924353250472,0.5687864690865607,0.5882625085660341,0.5586213892469387,0.5713387661434924,0.01028096091774339,73
50.37498474121094,9.145243823060452,0.585511302947998,0.023520985340516557,2.23e-05,0.00011119999999999999,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.00011119999999999999}",0.5765345384387237,0.5644924353250472,0.568766905336847,0.5882625085660341,0.5586359638114403,0.5713384702956185,0.01027868676108325,74
51.79974541664124,7.0573784520381295,0.5862507343292236,0.022326063351166534,2.23e-05,0.00022229999999999998,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.00022229999999999998}",0.5765345384387237,0.5644924353250472,0.568777608625655,0.5882625085660341,0.5586359638114403,0.5713406109533801,0.010278152080075185,71
49.652775049209595,9.462313204790641,0.5877164840698242,0.0169498722946819,2.23e-05,0.00033339999999999997,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.00033339999999999997}",0.5765345384387237,0.5644924353250472,0.568777608625655,0.5882551900485767,0.5586359638114403,0.5713391472498885,0.010275742380462317,72
48.246285581588744,8.85726979553944,0.5886301040649414,0.02424517814304099,2.23e-05,0.00044449999999999996,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.00044449999999999996}",0.576563041497114,0.5644789831531659,0.5687625345283501,0.5882551900485767,0.5586215044048128,0.5713362507264039,0.010284753348619165,77
45.351360130310056,6.517133515682214,0.5865390777587891,0.017182680676550384,2.23e-05,0.0005556,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.0005556}",0.576563041497114,0.5644789831531659,0.5687594336943004,0.5882501636364655,0.558635606651925,0.5713374457265942,0.010279768956978736,75
47.64163670539856,4.407201200907019,0.5886184692382812,0.020817045986118717,2.23e-05,0.0006666999999999999,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.0006666999999999999}",0.576563041497114,0.5644789831531659,0.5687594336943004,0.5882501636364655,0.558635606651925,0.5713374457265942,0.010279768956978736,75
45.78147325515747,8.813176890697825,0.5908854007720947,0.01975511765919858,2.23e-05,0.0007777999999999998,"{'linearsvc__C': 2.23e-05, 'linearsvc__tol': 0.0007777999999999998}",0.576563041497114,0.5644789831531659,0.5687594336943004,0.5882501636364655,0.5586058292320011,0.5713314902426093,0.010287131907309965,78
