mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlpclassifier__learning_rate,param_mlpclassifier__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
483.09465155601504,18.49194083072711,0.8038221836090088,0.018978324224449165,invscaling,lbfgs,"{'mlpclassifier__learning_rate': 'invscaling', 'mlpclassifier__solver': 'lbfgs'}",0.6487711437743453,0.6460232466231087,0.6565691765067015,0.64949326853072,0.6230087503709826,0.6447731171611716,0.0114250737177827,4
722.7211670875549,84.1149053470669,1.6370185375213624,0.19896558364234945,invscaling,adam,"{'mlpclassifier__learning_rate': 'invscaling', 'mlpclassifier__solver': 'adam'}",0.6488722110362796,0.6485475068704017,0.6622003089299281,0.6456876249584769,0.621893908565116,0.6454403120720404,0.013090640675435382,1
163.64533052444457,5.312281032736969,0.8080835819244385,0.02006162048773674,invscaling,sgd,"{'mlpclassifier__learning_rate': 'invscaling', 'mlpclassifier__solver': 'sgd'}",0.4373296940038805,0.4293004310951442,0.42746658584826275,0.43948212866535086,0.45073193024284214,0.43686215397109607,0.008305539213230856,9
481.90705037117004,15.169271391625486,0.7768631458282471,0.011788610675647905,adaptive,lbfgs,"{'mlpclassifier__learning_rate': 'adaptive', 'mlpclassifier__solver': 'lbfgs'}",0.6487711437743453,0.6460232466231087,0.6565691765067015,0.64949326853072,0.6230087503709826,0.6447731171611716,0.0114250737177827,4
739.3137421131134,92.39954531108611,1.654906415939331,0.19604638380629455,adaptive,adam,"{'mlpclassifier__learning_rate': 'adaptive', 'mlpclassifier__solver': 'adam'}",0.6488722110362796,0.6485475068704017,0.6622003089299281,0.6456876249584769,0.621893908565116,0.6454403120720404,0.013090640675435382,1
722.7408299446106,31.354868503242265,0.8162706851959228,0.01719836005670326,adaptive,sgd,"{'mlpclassifier__learning_rate': 'adaptive', 'mlpclassifier__solver': 'sgd'}",0.6470640480858159,0.6443035809483157,0.6557435662825635,0.6481874207724635,0.6255434188114021,0.6441684069801121,0.01005415315617926,8
492.5666853427887,4.062722725517996,0.7849536418914795,0.02567415909243967,constant,lbfgs,"{'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__solver': 'lbfgs'}",0.6487711437743453,0.6460232466231087,0.6565691765067015,0.64949326853072,0.6230087503709826,0.6447731171611716,0.0114250737177827,4
749.8745176315308,102.48992039056058,1.6363439083099365,0.21155577641985854,constant,adam,"{'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__solver': 'adam'}",0.6488722110362796,0.6485475068704017,0.6622003089299281,0.6456876249584769,0.621893908565116,0.6454403120720404,0.013090640675435382,1
500.85790820121764,48.823814530457284,0.7525861263275146,0.12093856633909517,constant,sgd,"{'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__solver': 'sgd'}",0.6472940599290818,0.6456001735717493,0.6549275496883407,0.6492871002159794,0.6254961509650494,0.6445210068740401,0.010018097079339244,7
